"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
0.05983,-0.035127,0.03,-22.794,0.17988,-0.041256,7.0823e-23
0.059955,-0.035765,0.03,-22.674,0.18034,-0.038189,1.5477e-22
0.060154,-0.036414,0.03,-22.634,0.18084,-0.034996,3.9693e-23
0.060433,-0.037066,0.03,-22.698,0.18141,-0.031657,4.4951e-23
0.060801,-0.037714,0.03,-22.894,0.18203,-0.028149,-5.0427e-23
0.061263,-0.038348,0.03,-23.252,0.18272,-0.02444,-6.5092e-23
0.061824,-0.038955,0.03,-23.809,0.18348,-0.020491,-3.0745e-23
0.062489,-0.039524,0.03,-24.334,0.18431,-0.016256,-2.0839e-23
0.063258,-0.040042,0.03,-25.416,0.18521,-0.011723,-2.2886e-23
0.06412,-0.040449,0.03,-27.294,0.18626,-0.0069222,-7.7768e-24
0.065059,-0.040738,0.03,-29.518,0.18746,-0.0018216,-5.9162e-23
0.066058,-0.040908,0.03,-32.423,0.18878,0.0036674,-1.3624e-22
0.067103,-0.040959,0.03,-36.122,0.19016,0.0096388,-3.3378e-23
0.06818,-0.040893,0.03,-40.763,0.19155,0.016187,-1.6331e-24
0.069277,-0.040714,0.03,-46.52,0.19287,0.023413,-1.879e-22
0.070383,-0.040424,0.03,-53.618,0.19402,0.031425,-3.4839e-22
0.071487,-0.040027,0.03,-62.602,0.1949,0.040308,1.6695e-22
0.027517,-0.0040997,0.03,-78.753,0.0028289,0.0058371,5.2048e-14
0.027523,-0.0040921,0.03,-69.117,0.0036574,0.0052447,1.7224e-21
0.028994,-0.0051329,0.03,-81.904,0.0055232,0.0054267,2.2807e-25
0.030494,-0.0061988,0.03,-87.404,0.0076281,0.0054607,2.0429e-21
0.032016,-0.0072849,0.03,-87.941,0.0098095,0.0054589,-2.2039e-21
0.033554,-0.0083859,0.03,-82.501,0.011787,0.0056228,-2.1958e-21
0.0351,-0.0094963,0.03,-70.37,0.013158,0.0062461,-2.9164e-23
0.036648,-0.01061,0.03,-52.531,0.013658,0.0075188,-2.0076e-22
0.038189,-0.011722,0.03,-31.18,0.013212,0.0094904,-2.8152e-21
0.039717,-0.012826,0.03,-9.0478,0.011864,0.01212,9.3187e-24
0.041226,-0.013916,0.03,10.112,0.010007,0.015088,1.1297e-23
0.042707,-0.014987,0.03,22.388,0.008445,0.017762,-3.1258e-21
0.044156,-0.016034,0.03,25.602,0.0079835,0.019515,3.082e-21
0.045567,-0.017053,0.03,19.762,0.0091517,0.019933,-2.0237e-22
0.046936,-0.018038,0.03,6.3512,0.012219,0.018791,1.0739e-20
0.048257,-0.018987,0.03,-12.241,0.017248,0.016022,3.2819e-21
0.049529,-0.019896,0.03,-32.897,0.024082,0.011737,5.325e-22
0.050748,-0.020763,0.03,-52.08,0.032337,0.0062338,-3.7565e-21
0.051913,-0.021585,0.03,-66.555,0.041459,-4.9448e-05,-1.7557e-22
0.053023,-0.022361,0.03,-74.4,0.050835,-0.0066194,4.069e-21
0.054078,-0.02309,0.03,-75.501,0.05992,-0.013033,-2.3443e-21
0.055079,-0.02377,0.03,-71.098,0.068325,-0.018966,1.974e-22
0.056025,-0.024402,0.03,-62.838,0.07583,-0.024226,8.2892e-24
0.056919,-0.024984,0.03,-52.144,0.082334,-0.028711,-2.5157e-22
0.057763,-0.025518,0.03,-40.022,0.087799,-0.032374,3.2793e-21
0.05856,-0.026001,0.03,-27.135,0.092217,-0.035191,-8.0234e-23
0.059312,-0.026434,0.03,-13.911,0.095602,-0.037157,8.9841e-22
0.060023,-0.026816,0.03,-0.63273,0.097974,-0.038268,-9.7578e-22
0.060695,-0.027146,0.03,12.531,0.099356,-0.038527,-1.0415e-21
0.061333,-0.02742,0.03,25.497,0.099764,-0.037929,1.0717e-21
0.061941,-0.027636,0.03,38.26,0.099196,-0.036467,-9.9636e-22
0.062519,-0.027784,0.03,50.884,0.097601,-0.034115,7.7826e-23
0.063069,-0.027848,0.03,63.073,0.094814,-0.030825,-2.1441e-22
0.063582,-0.027796,0.03,74.093,0.090568,-0.026591,-4.3557e-23
0.064057,-0.027626,0.03,84.377,0.084981,-0.021618,6.2798e-24
0.064527,-0.027408,0.03,94.083,0.078832,-0.016204,2.0534e-22
0.065021,-0.0272,0.03,103.56,0.072807,-0.010488,-8.1573e-24
0.065551,-0.027027,0.03,113.02,0.067208,-0.0044884,-4.3413e-22
0.066116,-0.026901,0.03,122.26,0.062206,0.00179,1.8098e-22
0.066715,-0.026832,0.03,130.89,0.057962,0.008318,-1.7312e-22
0.067345,-0.026828,0.03,138.57,0.054649,0.015034,-4.0541e-22
0.068002,-0.026898,0.03,145,0.052457,0.021841,-3.3767e-23
0.068679,-0.027051,0.03,149.99,0.051587,0.028618,2.1594e-22
0.069367,-0.027296,0.03,153.5,0.052236,0.035217,-2.3264e-23
0.070058,-0.027643,0.03,155.75,0.05459,0.041492,3.3808e-22
0.07074,-0.028096,0.03,157.5,0.058803,0.047315,-1.6587e-23
0.0714,-0.028661,0.03,158.73,0.064998,0.052635,-2.9014e-23
0.072028,-0.029339,0.03,167.15,0.073366,0.057426,7.6742e-23
0.072567,-0.030127,0.03,195.07,0.084292,0.061871,1.0131e-23
0.073009,-0.031009,0.03,269.73,0.099111,0.06689,1.6931e-22
0.07335,-0.031969,0.03,446.28,0.12247,0.074289,3.9679e-23
0.07359,-0.032993,0.03,656.44,0.16164,0.084931,-4.3327e-23
0.073728,-0.034067,0.03,506.89,0.20846,0.092715,-3.2453e-22
0.073765,-0.03518,0.03,1.1975,0.23048,0.088731,1.6399e-22
0.073702,-0.03632,0.03,-196.11,0.22148,0.077796,-1.086e-22
0.073541,-0.03748,0.03,-136.45,0.20812,0.068181,-2.6568e-23
0.073285,-0.038653,0.03,-91.999,0.1993,0.05966,-4.6085e-24
0.07258,-0.039528,0.03,-73.542,0.19541,0.050195,-1.6344e-22
0.021594,-0.0036533,0.03,151.22,0.0042237,0.00057179,3.5585e-22
0.0216,-0.0036456,0.03,153.14,0.0025162,0.0017652,0
0.02294,-0.0046032,0.03,148.45,0.0066848,0.00025055,-1.4614e-22
0.024335,-0.0055827,0.03,147.11,0.0093148,-0.00012427,-1.4243e-22
0.025776,-0.0065886,0.03,145.58,0.012121,-0.0005619,-7.9362e-22
0.027255,-0.0076172,0.03,143.9,0.015112,-0.0010732,7.9582e-22
0.028768,-0.0086645,0.03,142.05,0.018297,-0.0016709,1.0448e-21
0.030308,-0.0097263,0.03,140.08,0.021688,-0.0023693,-2.4937e-24
0.031866,-0.010798,0.03,137.97,0.0253,-0.0031844,-3.1361e-24
0.033436,-0.011875,0.03,135.72,0.029148,-0.0041339,1.2874e-21
0.03501,-0.012951,0.03,133.34,0.033249,-0.0052369,2.665e-21
0.03658,-0.014024,0.03,130.82,0.037624,-0.0065135,-1.3288e-21
0.038136,-0.015087,0.03,128.11,0.042295,-0.0079846,2.8701e-21
0.039673,-0.016136,0.03,125.19,0.047285,-0.0096713,8.2496e-23
0.041183,-0.017168,0.03,122.02,0.052615,-0.011593,-1.5648e-21
0.042658,-0.018177,0.03,118.54,0.058308,-0.013768,-1.0007e-22
0.044093,-0.019162,0.03,114.68,0.06438,-0.01621,8.0731e-25
0.045482,-0.020118,0.03,110.4,0.070841,-0.018926,1.229e-22
0.04682,-0.021044,0.03,105.6,0.077692,-0.021916,-3.1254e-21
0.048103,-0.021937,0.03,100.23,0.084918,-0.025166,-1.141e-22
0.049327,-0.022797,0.03,94.222,0.092486,-0.028651,-1.3021e-22
0.05049,-0.023622,0.03,87.543,0.10034,-0.032325,6.4551e-24
0.05159,-0.024413,0.03,80.163,0.10839,-0.036125,-1.7879e-21
0.052625,-0.02517,0.03,72.077,0.11654,-0.039968,7.4438e-22
0.053595,-0.025893,0.03,63.298,0.12464,-0.043749,1.6425e-21
0.054499,-0.026586,0.03,53.868,0.13253,-0.047348,-1.4551e-22
0.055336,-0.027248,0.03,43.875,0.14004,-0.050636,-4.8866e-22
0.056108,-0.027883,0.03,33.48,0.14699,-0.05348,8.0094e-22
0.056813,-0.028495,0.03,22.956,0.15323,-0.055762,3.6307e-23
0.057452,-0.029085,0.03,12.717,0.15867,-0.057392,5.2187e-23
0.058023,-0.029659,0.03,3.2831,0.16327,-0.058326,-4.4244e-22
0.058524,-0.030221,0.03,-4.8417,0.1671,-0.058568,-1.8579e-22
0.05895,-0.030776,0.03,-11.323,0.17027,-0.058162,-3.4602e-22
0.059292,-0.031329,0.03,-16.058,0.17289,-0.057152,-3.5497e-22
0.059521,-0.031888,0.03,-19.096,0.17495,-0.055554,8.391e-24
0.059599,-0.032452,0.03,-20.762,0.17632,-0.05341,-6.3187e-23
0.059555,-0.033022,0.03,-21.408,0.17706,-0.050884,-1.9553e-23
0.059489,-0.03361,0.03,-21.352,0.17749,-0.048177,1.3813e-22
0.059456,-0.034222,0.03,-21.106,0.17785,-0.045373,7.4175e-23
0.059477,-0.034858,0.03,-20.882,0.17821,-0.042479,-2.6561e-22
0.05956,-0.035514,0.03,-20.697,0.17859,-0.039485,1.0019e-22
0.059713,-0.036186,0.03,-20.566,0.179,-0.036379,5.3147e-23
0.059945,-0.036868,0.03,-20.508,0.17946,-0.033144,5.7052e-23
0.060263,-0.037551,0.03,-20.547,0.17996,-0.02976,3.5545e-23
0.060674,-0.038229,0.03,-20.706,0.18052,-0.026199,2.2255e-24
0.061183,-0.038889,0.03,-21.013,0.18113,-0.022431,-1.2068e-22
0.061797,-0.03952,0.03,-21.265,0.18179,-0.018416,-2.8532e-23
0.062518,-0.04011,0.03,-21.974,0.18251,-0.014152,2.4125e-23
0.063339,-0.040596,0.03,-23.336,0.18337,-0.0096714,-3.5128e-23
0.064246,-0.040969,0.03,-24.955,0.18438,-0.0049521,8.9765e-23
0.065224,-0.041226,0.03,-27.112,0.1855,8.5955e-05,-4.9916e-23
0.066257,-0.041365,0.03,-29.897,0.18671,0.0055266,2.1123e-22
0.067333,-0.041388,0.03,-33.407,0.18795,0.011457,8.4743e-23
0.068439,-0.041296,0.03,-37.786,0.18915,0.017967,-2.168e-23
0.069561,-0.041091,0.03,-43.206,0.19023,0.025149,-1.8014e-22
0.070691,-0.040776,0.03,-49.86,0.19111,0.033107,3.4254e-22
0.071818,-0.040355,0.03,-58.219,0.19166,0.041921,1.8887e-22
0.026086,-0.0030807,0.03,-66.308,0.0021278,0.0048527,5.2048e-14
0.026092,-0.0030731,0.03,-58.82,0.0028183,0.0043618,1.7224e-21
0.027529,-0.0040837,0.03,-71.046,0.0045284,0.0046208,1.7225e-21
0.029,-0.0051238,0.03,-80.069,0.0066037,0.004648,2.2807e-25
0.030501,-0.0061889,0.03,-85.15,0.0088863,0.0045502,-1.9391e-21
0.032024,-0.0072741,0.03,-85.345,0.011192,0.0044561,-4.2467e-21
0.033562,-0.0083741,0.03,-79.702,0.013202,0.0045983,-2.1618e-21
0.035109,-0.0094835,0.03,-67.469,0.014462,0.005308,2.5049e-21
0.036658,-0.010596,0.03,-49.547,0.014692,0.0067869,6.272e-25
0.0382,-0.011707,0.03,-28.06,0.013833,0.0090722,-9.2558e-23
0.03973,-0.012809,0.03,-5.8522,0.011974,0.012086,2.6073e-21
0.041239,-0.013898,0.03,13.165,0.0096098,0.015427,2.4703e-21
0.042722,-0.014967,0.03,24.975,0.0076605,0.018369,3.0819e-21
0.044172,-0.016012,0.03,27.395,0.0069958,0.020237,1.7035e-22
0.045585,-0.017029,0.03,20.53,0.0081437,0.020617,3.4415e-21
0.046955,-0.018012,0.03,6.0553,0.011331,0.019318,3.5406e-21
0.048278,-0.018958,0.03,-13.34,0.016555,0.016323,-5.9066e-21
0.049552,-0.019864,0.03,-34.222,0.023579,0.011805,-4.001e-21
0.050773,-0.020728,0.03,-52.894,0.031944,0.006125,-7.3925e-26
0.051941,-0.021546,0.03,-66.351,0.041051,-0.00023743,2.0024e-21
0.053054,-0.022318,0.03,-73.206,0.050289,-0.0067875,1.8564e-21
0.054112,-0.023043,0.03,-73.777,0.059166,-0.013119,-1.6833e-21
0.055116,-0.023718,0.03,-69.31,0.067356,-0.018953,-1.9093e-21
0.056066,-0.024344,0.03,-61.199,0.07467,-0.024118,1.7476e-21
0.056965,-0.02492,0.03,-50.607,0.081002,-0.028512,2.1712e-21
0.057814,-0.025445,0.03,-38.414,0.086298,-0.032076,1.1004e-21
0.058617,-0.02592,0.03,-25.264,0.090535,-0.034774,1.0158e-21
0.059375,-0.026343,0.03,-11.64,0.093713,-0.03659,1.1261e-21
0.060093,-0.026712,0.03,2.1144,0.095844,-0.037515,-2.0359e-21
0.060774,-0.027027,0.03,15.778,0.096941,-0.037545,4.776e-22
0.061421,-0.027284,0.03,29.234,0.09701,-0.036671,-8.2146e-22
0.062038,-0.027476,0.03,42.474,0.096029,-0.034879,-1.2108e-22
0.062626,-0.027592,0.03,55.473,0.093899,-0.032131,2.8596e-22
0.063181,-0.027607,0.03,67.532,0.090367,-0.028378,9.7025e-23
0.063694,-0.027489,0.03,78.385,0.085229,-0.023698,1.0882e-22
0.064178,-0.027275,0.03,88.677,0.078971,-0.018392,9.5208e-23
0.064674,-0.027042,0.03,98.593,0.072483,-0.012703,1.0787e-23
0.065203,-0.026835,0.03,108.49,0.066278,-0.0066963,-2.4021e-22
0.065768,-0.026669,0.03,118.28,0.060578,-0.00037387,1.1789e-22
0.066371,-0.026555,0.03,127.62,0.055547,0.0062505,4.4285e-24
0.067008,-0.026501,0.03,136.11,0.051356,0.013131,-2.8268e-22
0.067677,-0.026518,0.03,143.4,0.04819,0.020187,-3.9057e-23
0.068372,-0.026613,0.03,149.24,0.04625,0.027306,2.6194e-22
0.069086,-0.026797,0.03,153.52,0.045745,0.034349,-7.1989e-23
0.069811,-0.027079,0.03,156.36,0.046875,0.041163,2.1732e-22
0.070536,-0.027465,0.03,158.28,0.049823,0.047602,-4.4061e-22
0.071251,-0.027963,0.03,158.68,0.054746,0.053568,-2.2367e-22
0.071943,-0.028577,0.03,163.53,0.061855,0.058926,5.9849e-23
0.072554,-0.029309,0.03,179.5,0.071394,0.063635,-1.5363e-23
0.073073,-0.030145,0.03,217.31,0.083809,0.068189,5.1232e-23
0.073496,-0.031069,0.03,312.93,0.10094,0.073844,3.8812e-23
0.07382,-0.032067,0.03,503.34,0.12807,0.082387,-5.2037e-23
0.074043,-0.033125,0.03,649.61,0.17025,0.093471,3.082e-24
0.074164,-0.034232,0.03,380.5,0.21322,0.099128,3.6705e-22
0.074185,-0.035375,0.03,-86.083,0.22698,0.09229,-4.0166e-24
0.074105,-0.036545,0.03,-190.77,0.21534,0.08032,9.8137e-24
0.073929,-0.037732,0.03,-123.45,0.2033,0.070271,1.9667e-22
0.073656,-0.038932,0.03,-85.919,0.19524,0.061258,1.279e-22
0.072933,-0.039832,0.03,-68.559,0.19178,0.0517,1.6577e-22
0.020297,-0.0027433,0.03,151.08,0.0035912,-0.00032503,-1.6357e-27
0.020302,-0.0027356,0.03,152.91,0.0018899,0.00087211,5.2048e-14
0.021588,-0.0036617,0.03,148.36,0.0060256,-0.00068759,3.5582e-22
0.022934,-0.0046124,0.03,147.07,0.0086314,-0.0011011,5.1729e-22
0.024328,-0.0055928,0.03,145.57,0.011415,-0.0015736,5.1987e-22
0.025768,-0.0065996,0.03,143.87,0.014384,-0.0021146,1.4582e-21
0.027247,-0.0076293,0.03,141.99,0.017548,-0.0027353,9.6238e-24
0.028759,-0.0086777,0.03,139.95,0.020916,-0.0034488,1.9712e-23
0.030298,-0.0097407,0.03,137.76,0.024502,-0.0042695,-9.9453e-22
0.031856,-0.010814,0.03,135.41,0.028319,-0.0052138,-9.596e-22
0.033425,-0.011892,0.03,132.91,0.032382,-0.0062992,1.2183e-21
0.034998,-0.01297,0.03,130.24,0.036711,-0.0075446,-1.4002e-24
0.036566,-0.014044,0.03,127.4,0.041324,-0.0089696,1.3069e-21
0.038121,-0.015109,0.03,124.34,0.046241,-0.010594,1.5869e-22
0.039657,-0.016161,0.03,121.03,0.051482,-0.012437,-1.4131e-21
0.041165,-0.017195,0.03,117.42,0.057068,-0.014515,-9.9276e-23
0.042639,-0.018207,0.03,113.47,0.063012,-0.016843,9.9099e-23
0.044072,-0.019194,0.03,109.1,0.069326,-0.01943,5.5162e-26
0.045458,-0.020153,0.03,104.27,0.07601,-0.022275,-1.6223e-21
0.046794,-0.021083,0.03,98.9,0.083051,-0.02537,-2.4882e-22
0.048074,-0.02198,0.03,92.946,0.090421,-0.028693,1.4957e-21
0.049295,-0.022844,0.03,86.366,0.09807,-0.032205,2.2639e-21
0.050455,-0.023674,0.03,79.14,0.10592,-0.035851,-8.2731e-22
0.051551,-0.02447,0.03,71.265,0.11388,-0.039554,6.1618e-23
0.052582,-0.025233,0.03,62.759,0.12182,-0.043222,2.3233e-21
0.053547,-0.025963,0.03,53.671,0.12958,-0.046741,7.413e-22
0.054445,-0.026663,0.03,44.094,0.13701,-0.04999,6.496e-23
0.055276,-0.027335,0.03,34.182,0.14393,-0.052842,1.0677e-21
0.05604,-0.02798,0.03,24.188,0.15019,-0.055182,3.6714e-22
0.056736,-0.028603,0.03,14.48,0.15569,-0.056916,-3.6141e-22
0.057363,-0.029206,0.03,5.5173,0.16039,-0.057994,-3.7359e-22
0.057921,-0.029795,0.03,-2.2501,0.16433,-0.058413,-2.6642e-22
0.058405,-0.030375,0.03,-8.5222,0.16762,-0.05821,-7.0527e-22
0.058808,-0.03095,0.03,-13.24,0.1704,-0.057434,-1.628e-22
0.059113,-0.031527,0.03,-16.493,0.1727,-0.056108,-5.1696e-23
0.059281,-0.03211,0.03,-18.453,0.17441,-0.054228,-9.9731e-23
0.059289,-0.032699,0.03,-19.44,0.17542,-0.051876,-1.6933e-23
0.059216,-0.033298,0.03,-19.645,0.17595,-0.049249,7.243e-23
0.059153,-0.033921,0.03,-19.436,0.17629,-0.0465,1.43e-24
0.059136,-0.034569,0.03,-19.184,0.1766,-0.043665,-1.6352e-22
0.059177,-0.035242,0.03,-18.958,0.17691,-0.040738,-2.146e-22
0.059286,-0.035934,0.03,-18.765,0.17725,-0.03771,-2.4919e-23
0.059471,-0.036642,0.03,-18.622,0.17762,-0.034567,-1.2215e-23
0.05974,-0.037358,0.03,-18.548,0.17803,-0.031292,-3.657e-23
0.060099,-0.038074,0.03,-18.563,0.17847,-0.027863,6.6742e-23
0.060555,-0.038782,0.03,-18.688,0.17895,-0.024252,-4.8986e-23
0.061116,-0.03947,0.03,-18.742,0.17947,-0.020429,-5.5795e-23
0.061785,-0.040126,0.03,-19.173,0.18004,-0.016396,-6.5291e-24
0.062561,-0.040685,0.03,-20.145,0.18074,-0.012192,1.6778e-24
0.063431,-0.041139,0.03,-21.305,0.18157,-0.0078007,5.5144e-23
0.06438,-0.04148,0.03,-22.894,0.18253,-0.0031508,3.8148e-23
0.065395,-0.041707,0.03,-24.979,0.18358,0.0018328,4.0689e-23
0.066462,-0.041819,0.03,-27.634,0.18467,0.0072279,6.8954e-23
0.067567,-0.041815,0.03,-30.959,0.18575,0.013117,2.6416e-24
0.0687,-0.041696,0.03,-35.086,0.18676,0.019583,-6.5533e-23
0.069849,-0.041466,0.03,-40.182,0.18762,0.026715,3.2979e-22
0.071002,-0.041127,0.03,-46.417,0.18822,0.034607,3.1102e-22
0.072152,-0.040683,0.03,-54.184,0.18845,0.043338,-3.1236e-22
0.024695,-0.0020958,0.03,-57.746,0.0014499,0.0038953,5.2048e-14
0.024701,-0.0020881,0.03,-55.692,0.0020691,0.0034583,1.2684e-21
0.026098,-0.0030648,0.03,-60.255,0.0035461,0.0038435,1.7225e-21
0.027535,-0.0040747,0.03,-69.571,0.0054617,0.0039508,-1.7757e-21
0.029007,-0.0051139,0.03,-78.134,0.007757,0.0038155,-1.9311e-21
0.030509,-0.0061781,0.03,-82.778,0.010225,0.0035809,-2.0587e-21
0.032032,-0.0072623,0.03,-82.61,0.012656,0.0033944,-2.1623e-21
0.033572,-0.0083613,0.03,-76.766,0.01469,0.003522,-4.0846e-23
0.03512,-0.0094695,0.03,-64.475,0.015819,0.004336,-5.7289e-25
0.036669,-0.010581,0.03,-46.513,0.01574,0.0060523,-2.723e-25
0.038213,-0.01169,0.03,-24.969,0.014413,0.0086952,5.1246e-21
0.039743,-0.012791,0.03,-2.7691,0.011982,0.01214,5.5967e-21
0.041254,-0.013878,0.03,15.997,0.0090602,0.015889,1.3748e-22
0.042738,-0.014945,0.03,27.182,0.0066954,0.019115,-2.5071e-21
0.04419,-0.015988,0.03,28.607,0.0058177,0.021097,-2.9108e-21
0.045604,-0.017002,0.03,20.514,0.0069444,0.021429,3.1449e-24
0.046976,-0.017983,0.03,4.8353,0.010248,0.019965,-6.1558e-21
0.048301,-0.018926,0.03,-15.381,0.01565,0.016745,-6.4054e-21
0.049577,-0.019829,0.03,-36.388,0.022832,0.012009,3.1461e-21
0.050801,-0.020689,0.03,-54.461,0.031268,0.0061745,-2.9455e-21
0.051972,-0.021504,0.03,-66.952,0.040331,-0.00025263,1.6736e-21
0.053088,-0.022272,0.03,-72.966,0.04944,-0.006794,-2.0509e-22
0.054149,-0.022991,0.03,-73.044,0.058155,-0.01308,-1.9171e-21
0.055157,-0.023661,0.03,-68.351,0.066184,-0.018858,1.7507e-21
0.056112,-0.02428,0.03,-60.097,0.073344,-0.02396,1.6536e-22
0.057015,-0.024849,0.03,-49.299,0.079518,-0.028277,-1.4067e-24
0.05787,-0.025366,0.03,-36.776,0.084639,-0.031739,-1.628e-23
0.058679,-0.02583,0.03,-23.194,0.088675,-0.034305,9.7286e-22
0.059445,-0.026241,0.03,-9.0799,0.091617,-0.03595,-1.7261e-21
0.060171,-0.026597,0.03,5.1796,0.09347,-0.036662,-2.7801e-23
0.06086,-0.026895,0.03,19.335,0.094239,-0.036432,-1.2149e-21
0.061517,-0.027131,0.03,33.258,0.093918,-0.035248,-5.6568e-22
0.062144,-0.027296,0.03,46.944,0.092453,-0.033085,1.1237e-22
0.06274,-0.027372,0.03,60.099,0.089669,-0.029893,-1.7556e-22
0.063298,-0.027324,0.03,71.847,0.085242,-0.025651,4.827e-22
0.063812,-0.027142,0.03,82.714,0.07921,-0.020559,-2.6409e-22
0.064314,-0.026897,0.03,93.158,0.072409,-0.014943,9.1818e-23
0.064842,-0.026658,0.03,103.49,0.065646,-0.0089574,-8.285e-23
0.065407,-0.026454,0.03,113.81,0.059277,-0.0026216,1.1796e-22
0.066011,-0.026296,0.03,123.84,0.053486,0.0040623,1.7483e-22
0.066654,-0.026196,0.03,133.15,0.048442,0.011065,-1.179e-22
0.067331,-0.02616,0.03,141.33,0.044328,0.018322,-2.7145e-22
0.06804,-0.0262,0.03,148.06,0.041341,0.025734,5.8511e-22
0.068775,-0.026323,0.03,153.18,0.039694,0.03317,1.0577e-22
0.069528,-0.02654,0.03,156.69,0.039599,0.040479,4.7463e-23
0.070291,-0.02686,0.03,158.96,0.041258,0.047504,-3.4642e-22
0.071053,-0.02729,0.03,159.03,0.044857,0.054116,-1.9429e-22
0.071803,-0.027835,0.03,162.05,0.050648,0.060107,-1.4513e-22
0.072481,-0.028506,0.03,172.25,0.058875,0.065292,2.6595e-23
0.073073,-0.029289,0.03,193.45,0.069699,0.069905,-8.0275e-23
0.073575,-0.03017,0.03,244.41,0.083753,0.074746,1.8447e-23
0.07398,-0.031134,0.03,360.34,0.10347,0.081229,-1.4967e-22
0.074287,-0.032169,0.03,550.43,0.13436,0.090902,6.2196e-23
0.074494,-0.033261,0.03,610.43,0.17823,0.10185,1.258e-22
0.0746,-0.034399,0.03,248.24,0.21576,0.10476,-2.0613e-22
0.074605,-0.035573,0.03,-146.15,0.2221,0.09521,-3.5281e-22
0.07451,-0.036771,0.03,-178.43,0.20923,0.082481,-2.8982e-23
0.074319,-0.037986,0.03,-112.39,0.19861,0.072035,5.7217e-23
0.07403,-0.039212,0.03,-80.317,0.19122,0.062606,1.1609e-22
0.073288,-0.040137,0.03,-63.872,0.1882,0.052995,3.7217e-22
0.019056,-0.0018673,0.03,150.84,0.0029806,-0.0011822,4.6924e-27
0.019062,-0.0018596,0.03,152.58,0.0012869,1.8218e-05,2.6024e-14
0.020291,-0.0027517,0.03,148.2,0.0053859,-0.001588,1.6184e-26
0.021582,-0.0036709,0.03,146.99,0.0079651,-0.0020431,-4.7817e-26
0.022927,-0.0046225,0.03,145.53,0.010724,-0.0025542,1.4929e-22
0.024321,-0.0056038,0.03,143.85,0.01367,-0.0031298,6.6239e-22
0.02576,-0.0066117,0.03,141.96,0.016811,-0.0037795,9.4782e-24
0.027238,-0.0076424,0.03,139.88,0.020156,-0.0045149,-7.8616e-22
0.02875,-0.0086921,0.03,137.61,0.023716,-0.0053492,-1.9004e-21
0.030287,-0.0097564,0.03,135.18,0.027504,-0.006297,-2.2019e-21
0.031844,-0.010831,0.03,132.58,0.031533,-0.0073745,-4.2411e-23
0.033412,-0.011911,0.03,129.79,0.035819,-0.0085991,2.2616e-22
0.034984,-0.012991,0.03,126.81,0.040379,-0.0099891,-1.2807e-21
0.036551,-0.014067,0.03,123.62,0.045231,-0.011563,1.4528e-22
0.038105,-0.015134,0.03,120.17,0.050393,-0.013339,-2.7114e-21
0.039639,-0.016188,0.03,116.45,0.055882,-0.015334,0
0.041145,-0.017224,0.03,112.39,0.061711,-0.017561,9.9152e-23
0.042617,-0.018239,0.03,107.95,0.06789,-0.020029,-9.4587e-23
0.044048,-0.019229,0.03,103.06,0.07442,-0.022742,1.2749e-21
0.045432,-0.020192,0.03,97.675,0.08129,-0.025692,1.2799e-21
0.046765,-0.021125,0.03,91.751,0.088475,-0.028861,3.4682e-22
0.048043,-0.022026,0.03,85.246,0.095931,-0.032216,1.1893e-22
0.049261,-0.022895,0.03,78.144,0.10359,-0.035708,-2.491e-21
0.050417,-0.02373,0.03,70.445,0.11136,-0.03927,-6.2665e-22
0.051508,-0.024533,0.03,62.172,0.11913,-0.042814,6.2582e-22
0.052535,-0.025302,0.03,53.381,0.12676,-0.04624,5.3202e-23
0.053494,-0.02604,0.03,44.163,0.13409,-0.049432,-5.5382e-22
0.054386,-0.026749,0.03,34.67,0.14096,-0.05227,-1.3496e-23
0.05521,-0.02743,0.03,25.139,0.14722,-0.054641,3.9107e-22
0.055965,-0.028086,0.03,15.9,0.15276,-0.056453,-3.4044e-22
0.05665,-0.028722,0.03,7.3665,0.15754,-0.057648,9.7062e-24
0.057265,-0.02934,0.03,-0.059084,0.16157,-0.058215,-2.9124e-22
0.057807,-0.029946,0.03,-6.1005,0.16497,-0.058187,-3.6631e-22
0.05827,-0.030544,0.03,-10.712,0.16785,-0.057614,1.6892e-22
0.058645,-0.031142,0.03,-14.042,0.17032,-0.056529,1.9649e-22
0.058901,-0.031745,0.03,-16.23,0.17233,-0.054921,1.0114e-22
0.058994,-0.032354,0.03,-17.485,0.17369,-0.052795,-1.1995e-22
0.058943,-0.032969,0.03,-17.999,0.1744,-0.05029,1.9045e-23
0.058859,-0.033602,0.03,-17.927,0.17477,-0.0476,-1.0655e-22
0.058806,-0.034262,0.03,-17.67,0.17504,-0.044819,-9.0404e-24
0.058807,-0.034949,0.03,-17.418,0.17531,-0.041953,-6.1476e-23
0.058873,-0.03566,0.03,-17.186,0.17558,-0.038995,-3.3732e-23
0.059011,-0.03639,0.03,-16.984,0.17588,-0.035933,-1.261e-23
0.05923,-0.037135,0.03,-16.83,0.1762,-0.032755,9.5109e-23
0.059537,-0.037886,0.03,-16.741,0.17655,-0.029441,-2.9175e-23
0.059941,-0.038637,0.03,-16.734,0.17692,-0.025969,3.2011e-23
0.060447,-0.039376,0.03,-16.646,0.17732,-0.022312,-1.498e-23
0.061062,-0.040093,0.03,-16.871,0.17776,-0.01848,-1.0767e-23
0.061789,-0.040721,0.03,-17.549,0.17832,-0.014515,-2.625e-24
