"Points:0","Points:1","Points:2","Q-criterion","U:0","U:1","U:2"
-0.033454,0.064966,0.03,-0.10856,0.12854,0.023276,-1.5354e-23
-0.031761,0.067067,0.03,-0.10988,0.12938,0.023566,-1.3337e-23
-0.029982,0.069122,0.03,-0.11142,0.13024,0.023842,1.4628e-23
-0.028119,0.071127,0.03,-0.11321,0.13112,0.024102,1.1735e-23
-0.026172,0.073079,0.03,-0.11525,0.13202,0.024345,-1.1173e-23
-0.024144,0.074975,0.03,-0.11757,0.13294,0.024572,1.791e-25
-0.022036,0.076812,0.03,-0.12018,0.13388,0.024782,-3.474e-25
-0.019852,0.078586,0.03,-0.12311,0.13484,0.024974,9.0936e-24
-0.017593,0.080295,0.03,-0.12636,0.13582,0.025146,6.0942e-24
-0.015263,0.081936,0.03,-0.12998,0.13683,0.025299,-3.2754e-25
-0.012864,0.083507,0.03,-0.13397,0.13786,0.02543,-5.6152e-24
-0.010403,0.085006,0.03,-0.13835,0.13892,0.025537,0
-0.0078825,0.086434,0.03,-0.14313,0.14,0.025619,1.8477e-25
-0.0053124,0.087791,0.03,-0.14831,0.14111,0.025671,-1.0868e-25
-0.0027034,0.089082,0.03,-0.15382,0.14224,0.025689,-4.879e-25
-7.1905e-05,0.090316,0.03,-0.15959,0.14339,0.025664,1.4866e-25
-0.04429,0.047332,0.03,-0.10174,0.12255,0.02028,4.331e-23
-0.046285,0.045737,0.03,-0.095859,0.12217,0.019575,2.0507e-23
-0.048236,0.044057,0.03,-0.090368,0.1218,0.018879,2.4705e-23
-0.050141,0.042291,0.03,-0.085243,0.12145,0.018192,-5.0326e-23
-0.051997,0.040443,0.03,-0.080457,0.12113,0.017513,-4.4179e-23
-0.053799,0.038513,0.03,-0.075984,0.12082,0.016842,-4.5319e-23
-0.055545,0.036504,0.03,-0.071803,0.12053,0.01618,-4.8625e-23
-0.057231,0.034418,0.03,-0.067893,0.12026,0.015525,-2.6597e-24
-0.058854,0.032256,0.03,-0.064235,0.12,0.014879,2.2833e-23
-0.06041,0.030021,0.03,-0.06081,0.11976,0.01424,1.8154e-25
-0.061898,0.027715,0.03,-0.057603,0.11954,0.01361,-1.1776e-24
-0.063313,0.02534,0.03,-0.054597,0.11934,0.012988,-2.2042e-23
-0.064653,0.0229,0.03,-0.051779,0.11916,0.012373,-2.139e-26
-0.065916,0.020397,0.03,-0.049135,0.11899,0.011766,5.7426e-25
-0.067525,0.015116,0.03,-0.046844,0.11857,0.010641,1.0122e-23
-0.067098,0.017833,0.03,-0.047271,0.11883,0.011168,1.9737e-23
-0.068754,-0.0951,0.03,-0.005177,0.12238,-0.002882,9.9125e-24
-0.068332,-0.098815,0.03,-0.0048615,0.12261,-0.0030166,-3.0095e-24
-0.065732,-0.10492,0.03,-0.0044968,0.12293,-0.0033287,1.6118e-24
-0.067936,-0.1027,0.03,-0.004557,0.12285,-0.0031415,1.2772e-24
-0.043312,0.049691,0.03,-0.10165,0.12326,0.02068,4.5129e-23
-0.04224,0.052032,0.03,-0.10171,0.12398,0.021066,1.7661e-23
-0.041074,0.054352,0.03,-0.10192,0.12472,0.021439,4.0631e-23
-0.039815,0.056647,0.03,-0.1023,0.12548,0.021798,1.7686e-23
-0.038465,0.058913,0.03,-0.10285,0.12625,0.022143,2.0773e-23
-0.037022,0.061147,0.03,-0.10358,0.12704,0.022474,-1.6435e-23
-0.035489,0.063345,0.03,-0.10449,0.12784,0.02279,1.4132e-23
-0.033867,0.065503,0.03,-0.1056,0.12866,0.023092,-1.7162e-25
-0.032156,0.067618,0.03,-0.10692,0.1295,0.023379,2.8576e-23
-0.030359,0.069686,0.03,-0.10846,0.13036,0.02365,1.5543e-26
-0.028476,0.071704,0.03,-0.11024,0.13123,0.023905,-1.2097e-23
-0.02651,0.073668,0.03,-0.11227,0.13213,0.024144,-1.3807e-23
-0.024462,0.075575,0.03,-0.11456,0.13304,0.024366,-1.2102e-24
-0.022335,0.077423,0.03,-0.11714,0.13398,0.024571,1.59e-23
-0.020131,0.079207,0.03,-0.12002,0.13494,0.024757,8.7703e-24
-0.017852,0.080925,0.03,-0.12322,0.13592,0.024924,-4.2665e-25
-0.015501,0.082575,0.03,-0.12677,0.13692,0.025071,-1.582e-23
-0.013083,0.084155,0.03,-0.13068,0.13795,0.025196,-3.6658e-26
-0.010601,0.085663,0.03,-0.13497,0.139,0.025297,-3.4475e-24
-0.0080616,0.087099,0.03,-0.13965,0.14008,0.025371,-2.0846e-24
-0.0054739,0.088464,0.03,-0.14469,0.14118,0.025415,-4.2109e-26
-0.0028499,0.089766,0.03,-0.15004,0.1423,0.025424,6.3106e-26
-0.00020695,0.091012,0.03,-0.15423,0.14345,0.025388,1.2679e-25
-0.044832,0.04774,0.03,-0.098672,0.1227,0.02013,2.1127e-23
-0.046839,0.046126,0.03,-0.092967,0.12232,0.019432,-2.4566e-23
-0.048803,0.044426,0.03,-0.087647,0.12195,0.018743,-2.3302e-23
-0.050721,0.042641,0.03,-0.082683,0.1216,0.018062,-2.5357e-23
-0.052588,0.040772,0.03,-0.078047,0.12127,0.01739,2.3022e-24
-0.0544,0.038823,0.03,-0.073714,0.12096,0.016726,-2.1602e-23
-0.056156,0.036793,0.03,-0.069665,0.12067,0.016069,2.2776e-23
-0.057852,0.034686,0.03,-0.065879,0.1204,0.015421,2.2716e-23
-0.059483,0.032503,0.03,-0.062337,0.12014,0.01478,1.8936e-23
-0.061048,0.030247,0.03,-0.05902,0.1199,0.014147,-2.2079e-23
-0.062543,0.02792,0.03,-0.055913,0.11968,0.013522,-6.7282e-25
-0.063965,0.025524,0.03,-0.053003,0.11948,0.012905,-6.8058e-25
-0.065311,0.023061,0.03,-0.050273,0.11929,0.012296,1.3332e-24
-0.066579,0.020536,0.03,-0.047714,0.11912,0.011694,1.1302e-23
-0.043839,0.050116,0.03,-0.098624,0.12341,0.020526,2.3415e-24
-0.042752,0.052475,0.03,-0.098721,0.12413,0.020908,-3.0115e-24
-0.041571,0.054812,0.03,-0.098972,0.12486,0.021277,-2.0603e-23
-0.040297,0.057123,0.03,-0.099383,0.12561,0.021632,-1.9017e-23
-0.03893,0.059405,0.03,-0.099953,0.12638,0.021974,-1.5085e-23
-0.03747,0.061654,0.03,-0.1007,0.12716,0.0223,-1.2106e-24
-0.03592,0.063867,0.03,-0.10163,0.12796,0.022613,3.1103e-23
-0.03428,0.066039,0.03,-0.10275,0.12878,0.02291,1.418e-23
-0.032552,0.068168,0.03,-0.10407,0.12962,0.023193,-8.205e-25
-0.030736,0.070249,0.03,-0.1056,0.13047,0.02346,1.3028e-23
-0.028834,0.07228,0.03,-0.10737,0.13134,0.023711,-1.0925e-23
-0.026849,0.074256,0.03,-0.10937,0.13223,0.023945,1.1172e-23
-0.024781,0.076175,0.03,-0.11164,0.13315,0.024162,-2.0789e-24
-0.022634,0.078033,0.03,-0.11418,0.13408,0.024362,7.7602e-24
-0.02041,0.079828,0.03,-0.11702,0.13503,0.024543,-7.6904e-24
-0.01811,0.081556,0.03,-0.12017,0.13601,0.024705,-6.0357e-24
-0.01574,0.083215,0.03,-0.12365,0.13701,0.024846,-3.6658e-26
-0.013301,0.084803,0.03,-0.12749,0.13803,0.024964,1.0928e-24
-0.0108,0.086319,0.03,-0.13169,0.13908,0.025059,-2.1689e-24
-0.0082417,0.087764,0.03,-0.13626,0.14015,0.025126,-3.5521e-26
-0.0056369,0.089138,0.03,-0.14116,0.14125,0.025162,4.9712e-26
-0.0029985,0.09045,0.03,-0.14635,0.14236,0.02516,6.3844e-27
-0.045373,0.048147,0.03,-0.095714,0.12285,0.019981,-2.2468e-23
-0.047394,0.046514,0.03,-0.090185,0.12246,0.01929,-3.3844e-24
-0.04937,0.044795,0.03,-0.08503,0.1221,0.018608,-4.3002e-24
-0.0513,0.04299,0.03,-0.08022,0.12175,0.017934,2.1e-24
-0.053178,0.041102,0.03,-0.075727,0.12142,0.017268,4.3771e-23
-0.055001,0.039132,0.03,-0.07153,0.1211,0.01661,2.3845e-23
-0.056767,0.037082,0.03,-0.067608,0.12081,0.01596,2.2166e-23
-0.058472,0.034955,0.03,-0.06394,0.12053,0.015317,4.2155e-23
-0.060112,0.032751,0.03,-0.060508,0.12028,0.014682,1.3e-24
-0.061685,0.030473,0.03,-0.057295,0.12004,0.014055,2.1383e-23
-0.063188,0.028124,0.03,-0.054287,0.11981,0.013436,1.5071e-24
-0.064616,0.025707,0.03,-0.051467,0.11961,0.012824,-6.5942e-25
-0.065969,0.023223,0.03,-0.048824,0.11942,0.012219,-1.4495e-29
-0.067766,0.01795,0.03,-0.046511,0.11896,0.0111,-1.215e-24
-0.067242,0.020675,0.03,-0.04696,0.11924,0.011622,0
-0.044366,0.050541,0.03,-0.095709,0.12355,0.020373,-4.0435e-23
-0.043264,0.052917,0.03,-0.095847,0.12427,0.020752,-4.1479e-23
-0.042068,0.055271,0.03,-0.096129,0.125,0.021117,-1.9635e-23
-0.040778,0.057599,0.03,-0.096565,0.12575,0.021468,-3.7353e-23
-0.039394,0.059897,0.03,-0.097159,0.12651,0.021806,1.8942e-23
-0.037918,0.062161,0.03,-0.097923,0.12729,0.022129,1.5224e-23
-0.036351,0.064389,0.03,-0.098859,0.12809,0.022437,-1.3593e-24
-0.034693,0.066576,0.03,-0.099984,0.1289,0.022731,1.2057e-25
-0.032947,0.068718,0.03,-0.1013,0.12973,0.023009,1.2856e-23
-0.031112,0.070813,0.03,-0.10283,0.13058,0.023271,1.3617e-23
-0.029192,0.072856,0.03,-0.10458,0.13145,0.023518,1.1964e-23
-0.027187,0.074844,0.03,-0.10657,0.13234,0.023748,1.4315e-24
-0.0251,0.076774,0.03,-0.10881,0.13325,0.023961,-2.8024e-28
-0.022933,0.078643,0.03,-0.11131,0.13417,0.024155,-1.6895e-23
-0.020689,0.080448,0.03,-0.11411,0.13512,0.024331,0
-0.01837,0.082186,0.03,-0.1172,0.1361,0.024487,-4.4142e-25
-0.015979,0.083854,0.03,-0.12062,0.13709,0.024622,4.7251e-24
-0.01352,0.085451,0.03,-0.12438,0.13811,0.024735,-5.1613e-25
-0.010999,0.086976,0.03,-0.1285,0.13916,0.024823,3.5124e-24
-0.0084228,0.088429,0.03,-0.13295,0.14022,0.024882,2.0712e-24
-0.0058015,0.089813,0.03,-0.13773,0.14131,0.02491,9.4253e-26
-0.0031496,0.091136,0.03,-0.1415,0.14242,0.024899,-7.6601e-25
-0.045914,0.048553,0.03,-0.092869,0.123,0.019834,1.7205e-24
-0.047948,0.046902,0.03,-0.087509,0.12261,0.01915,2.0253e-23
-0.049937,0.045163,0.03,-0.082512,0.12224,0.018475,1.4869e-24
-0.051878,0.043339,0.03,-0.077847,0.12189,0.017807,2.3687e-23
-0.053768,0.041432,0.03,-0.073493,0.12156,0.017148,1.1314e-25
-0.055602,0.039442,0.03,-0.069427,0.12124,0.016496,-2.1225e-23
-0.057378,0.037371,0.03,-0.065626,0.12095,0.015852,4.4515e-23
-0.059092,0.035223,0.03,-0.062072,0.12067,0.015215,4.0494e-23
-0.060741,0.032998,0.03,-0.058746,0.12041,0.014586,-3.9827e-23
-0.062322,0.0307,0.03,-0.055634,0.12017,0.013964,1.706e-25
-0.063832,0.028329,0.03,-0.05272,0.11994,0.01335,-2.1231e-23
-0.065268,0.02589,0.03,-0.049987,0.11974,0.012743,1.9876e-23
-0.066626,0.023384,0.03,-0.047426,0.11955,0.012143,2.033e-23
-0.044893,0.050966,0.03,-0.092903,0.1237,0.020222,-4.1431e-23
-0.043776,0.053359,0.03,-0.093073,0.12441,0.020597,1.0193e-24
-0.042565,0.05573,0.03,-0.093388,0.12514,0.020959,-2.0122e-23
-0.041259,0.058074,0.03,-0.093846,0.12588,0.021306,3.8619e-23
-0.039859,0.060388,0.03,-0.094459,0.12664,0.02164,-4.0853e-28
-0.038366,0.062668,0.03,-0.095236,0.12741,0.021959,-1.7244e-23
-0.036782,0.064911,0.03,-0.096184,0.12821,0.022263,-8.598e-25
-0.035106,0.067112,0.03,-0.097309,0.12902,0.022553,-1.5611e-23
-0.033342,0.069268,0.03,-0.098629,0.12985,0.022827,8.7734e-25
-0.031489,0.071376,0.03,-0.10015,0.13069,0.023085,-1.2023e-23
-0.02955,0.073431,0.03,-0.10188,0.13156,0.023327,-1.2239e-25
-0.027526,0.075432,0.03,-0.10385,0.13244,0.023553,1.2696e-24
-0.02542,0.077373,0.03,-0.10606,0.13334,0.023761,1.4589e-24
-0.023233,0.079253,0.03,-0.10853,0.13427,0.02395,7.8679e-24
-0.020968,0.081068,0.03,-0.11128,0.13521,0.024121,-7.9534e-24
-0.018629,0.082816,0.03,-0.11432,0.13618,0.024272,-6.8386e-24
-0.016218,0.084493,0.03,-0.11768,0.13717,0.024402,-5.3159e-24
-0.013739,0.086099,0.03,-0.12137,0.13819,0.024508,3.1161e-24
-0.011199,0.087632,0.03,-0.12539,0.13923,0.024589,2.1385e-24
-0.008605,0.089094,0.03,-0.12973,0.14029,0.024641,-1.6756e-26
-0.0059677,0.090488,0.03,-0.13437,0.14137,0.024661,8.9177e-26
-0.046455,0.04896,0.03,-0.090128,0.12314,0.019688,3.1308e-24
-0.048502,0.04729,0.03,-0.08493,0.12275,0.019012,-1.8937e-23
-0.050503,0.045532,0.03,-0.080083,0.12238,0.018343,3.3908e-24
-0.052456,0.043689,0.03,-0.075563,0.12203,0.017682,2.2704e-23
-0.054357,0.041761,0.03,-0.071342,0.12169,0.017029,-4.1322e-23
-0.056202,0.039751,0.03,-0.0674,0.12138,0.016383,2.2344e-23
-0.057988,0.03766,0.03,-0.063716,0.12108,0.015745,2.1298e-23
-0.059712,0.035491,0.03,-0.060271,0.1208,0.015114,-2.2895e-23
-0.06137,0.033246,0.03,-0.057049,0.12054,0.01449,-1.9313e-25
-0.062959,0.030926,0.03,-0.054033,0.1203,0.013874,-2.1213e-23
-0.064476,0.028534,0.03,-0.051208,0.12007,0.013265,2.0535e-23
-0.065918,0.026073,0.03,-0.04856,0.11986,0.012663,2.7291e-25
-0.067905,0.020814,0.03,-0.046222,0.11937,0.011551,1.0052e-23
-0.067283,0.023545,0.03,-0.046694,0.11967,0.012068,-1.0441e-23
-0.045419,0.05139,0.03,-0.090199,0.12384,0.020073,2.0623e-23
-0.044288,0.053801,0.03,-0.090401,0.12454,0.020444,1.9948e-23
-0.043061,0.056188,0.03,-0.090741,0.12527,0.020802,1.8488e-23
-0.041739,0.058549,0.03,-0.091221,0.12601,0.021146,1.0737e-24
-0.040323,0.060879,0.03,-0.091853,0.12676,0.021476,-1.6207e-23
-0.038814,0.063175,0.03,-0.09264,0.12754,0.021791,1.4756e-23
-0.037212,0.065432,0.03,-0.093595,0.12833,0.022091,-1.4874e-23
-0.03552,0.067647,0.03,-0.094721,0.12913,0.022377,-8.3609e-25
-0.033737,0.069817,0.03,-0.096038,0.12996,0.022647,-1.1979e-23
-0.031865,0.071938,0.03,-0.097547,0.1308,0.022901,-4.083e-25
-0.029907,0.074006,0.03,-0.099266,0.13166,0.023139,3.1919e-28
-0.027865,0.076019,0.03,-0.10121,0.13254,0.02336,1.0785e-23
-0.025739,0.077972,0.03,-0.10339,0.13344,0.023563,9.1251e-24
-0.023532,0.079863,0.03,-0.10582,0.13436,0.023748,9.9664e-24
-0.021248,0.081688,0.03,-0.10853,0.1353,0.023914,-7.4364e-24
-0.018888,0.083445,0.03,-0.11152,0.13627,0.024059,-4.638e-24
-0.016457,0.085132,0.03,-0.11482,0.13725,0.024183,3.1519e-25
-0.013959,0.086747,0.03,-0.11843,0.13826,0.024283,1.6266e-25
-0.0114,0.088289,0.03,-0.12236,0.1393,0.024357,-3.1527e-24
-0.0087884,0.08976,0.03,-0.1266,0.14035,0.024403,1.5312e-25
-0.0061359,0.091164,0.03,-0.12998,0.14143,0.024413,2.9748e-25
-0.046995,0.049366,0.03,-0.087488,0.12328,0.019544,-1.9874e-23
-0.049055,0.047677,0.03,-0.082445,0.12289,0.018875,1.6057e-24
-0.05107,0.045901,0.03,-0.077745,0.12252,0.018213,2.2669e-23
-0.053035,0.044038,0.03,-0.07336,0.12216,0.017558,9.2537e-25
-0.054947,0.04209,0.03,-0.069269,0.12183,0.016911,1.1051e-24
-0.056802,0.04006,0.03,-0.065448,0.12151,0.016272,2.3877e-23
-0.058598,0.037949,0.03,-0.061876,0.12121,0.015639,-1.4026e-24
-0.060331,0.03576,0.03,-0.058537,0.12093,0.015014,-2.0937e-23
-0.061998,0.033493,0.03,-0.055413,0.12067,0.014396,3.9883e-23
-0.063595,0.031152,0.03,-0.052488,0.12043,0.013785,2.1486e-23
-0.06512,0.028739,0.03,-0.049751,0.1202,0.013181,-2.0058e-23
-0.066569,0.026256,0.03,-0.047185,0.11999,0.012584,-4.0393e-23
-0.045946,0.051814,0.03,-0.087591,0.12397,0.019925,1.9927e-23
-0.0448,0.054242,0.03,-0.087823,0.12468,0.020293,-2.025e-23
-0.043558,0.056647,0.03,-0.088187,0.1254,0.020647,1.7079e-23
-0.04222,0.059024,0.03,-0.088685,0.12613,0.020987,1.0365e-24
-0.040788,0.06137,0.03,-0.089333,0.12689,0.021313,1.6773e-23
-0.039262,0.063681,0.03,-0.090132,0.12765,0.021625,5.5497e-25
-0.037643,0.065953,0.03,-0.091089,0.12844,0.021921,1.5866e-26
-0.035932,0.068183,0.03,-0.09222,0.12924,0.022203,3.7244e-28
-0.034132,0.070366,0.03,-0.093527,0.13006,0.022469,1.1405e-23
-0.032242,0.072501,0.03,-0.095027,0.1309,0.022719,-2.1577e-24
-0.030265,0.074581,0.03,-0.096731,0.13176,0.022952,-6.229e-25
-0.028203,0.076606,0.03,-0.098652,0.13263,0.023168,6.3393e-25
-0.026058,0.07857,0.03,-0.1008,0.13353,0.023367,-1.0875e-24
-0.023832,0.080472,0.03,-0.1032,0.13445,0.023547,-7.4341e-24
-0.021528,0.082307,0.03,-0.10586,0.13539,0.023708,6.3907e-24
-0.019148,0.084074,0.03,-0.1088,0.13635,0.023848,7.0351e-24
-0.016697,0.08577,0.03,-0.11203,0.13733,0.023966,1.0669e-23
-0.01418,0.087394,0.03,-0.11557,0.13833,0.02406,-3.2412e-24
-0.011602,0.088945,0.03,-0.11941,0.13936,0.024128,-1.1148e-25
-0.0089731,0.090426,0.03,-0.12354,0.14041,0.024166,1.1841e-26
-0.047535,0.049772,0.03,-0.084944,0.12342,0.019402,-2.1846e-23
-0.049609,0.048064,0.03,-0.080051,0.12303,0.018739,1.9317e-23
-0.051635,0.046269,0.03,-0.075491,0.12265,0.018084,-8.7198e-25
-0.053612,0.044387,0.03,-0.071239,0.1223,0.017436,-2.6752e-28
-0.055536,0.04242,0.03,-0.067271,0.12196,0.016795,2.233e-23
-0.057402,0.04037,0.03,-0.063565,0.12164,0.016161,-7.3905e-25
-0.059208,0.038238,0.03,-0.060102,0.12134,0.015535,-2.2059e-23
-0.060951,0.036028,0.03,-0.056864,0.12106,0.014915,1.9322e-23
-0.062626,0.03374,0.03,-0.053836,0.1208,0.014302,1.9114e-23
-0.064231,0.031378,0.03,-0.051001,0.12055,0.013697,-1.9733e-23
-0.065764,0.028944,0.03,-0.048345,0.12032,0.013098,-4.1536e-23
-0.06794,0.023707,0.03,-0.045979,0.11979,0.011994,-1.1663e-24
-0.067219,0.02644,0.03,-0.046475,0.12011,0.012506,2.0675e-23
-0.046472,0.052238,0.03,-0.085078,0.12411,0.01978,-1.7839e-23
-0.045311,0.054684,0.03,-0.085336,0.12481,0.020144,3.565e-23
-0.044054,0.057105,0.03,-0.08572,0.12553,0.020494,1.8061e-23
-0.0427,0.059499,0.03,-0.086238,0.12626,0.02083,1.0365e-24
-0.041252,0.06186,0.03,-0.086897,0.12701,0.021153,1.5353e-24
-0.039709,0.064187,0.03,-0.087704,0.12777,0.02146,-5.4272e-25
-0.038073,0.066474,0.03,-0.088665,0.12855,0.021753,1.3638e-23
-0.036345,0.068718,0.03,-0.089796,0.12935,0.02203,7.9058e-25
-0.034527,0.070915,0.03,-0.091096,0.13017,0.022292,-7.3942e-25
-0.032619,0.073063,0.03,-0.092584,0.131,0.022538,-1.8106e-24
-0.030623,0.075156,0.03,-0.094272,0.13186,0.022767,-1.1488e-23
-0.028542,0.077192,0.03,-0.096166,0.13273,0.022979,-1.8566e-23
-0.026377,0.079168,0.03,-0.098289,0.13362,0.023173,-6.8671e-24
-0.024132,0.081081,0.03,-0.10065,0.13453,0.023348,-1.2745e-24
-0.021807,0.082927,0.03,-0.10327,0.13547,0.023504,-9.8589e-25
-0.019408,0.084703,0.03,-0.10615,0.13643,0.023639,1.6663e-23
-0.016938,0.086409,0.03,-0.10932,0.1374,0.023752,3.743e-26
-0.014401,0.088041,0.03,-0.11279,0.1384,0.02384,-4.5795e-25
-0.011805,0.089602,0.03,-0.11654,0.13943,0.023901,2.8684e-24
-0.0091592,0.091092,0.03,-0.11955,0.14047,0.023931,-1.318e-25
-0.048075,0.050178,0.03,-0.082492,0.12356,0.019262,1.9096e-23
-0.050162,0.048452,0.03,-0.077743,0.12316,0.018605,-2.8983e-24
-0.052201,0.046637,0.03,-0.07332,0.12279,0.017956,-3.7576e-24
-0.05419,0.044736,0.03,-0.069195,0.12243,0.017315,-1.2344e-24
-0.056125,0.042749,0.03,-0.065345,0.12209,0.01668,2.0211e-23
-0.058002,0.040679,0.03,-0.061749,0.12177,0.016052,1.4107e-25
-0.059818,0.038527,0.03,-0.05839,0.12147,0.015431,-2.0622e-23
-0.06157,0.036296,0.03,-0.055251,0.12119,0.014817,-2.3566e-24
-0.063254,0.033988,0.03,-0.052313,0.12092,0.01421,-3.9936e-23
-0.064867,0.031605,0.03,-0.049564,0.12067,0.013609,-4.0009e-23
-0.066407,0.029149,0.03,-0.046989,0.12045,0.013015,-7.9426e-25
-0.046997,0.052662,0.03,-0.082654,0.12424,0.019635,2.223e-23
-0.045822,0.055125,0.03,-0.082935,0.12494,0.019996,5.3237e-23
-0.04455,0.057563,0.03,-0.083337,0.12565,0.020342,-3.5558e-23
-0.043181,0.059973,0.03,-0.083872,0.12638,0.020675,0
-0.041716,0.062351,0.03,-0.084544,0.12712,0.020994,-1.5488e-23
-0.040157,0.064692,0.03,-0.085355,0.12789,0.021297,3.0148e-23
-0.038504,0.066994,0.03,-0.086322,0.12866,0.021586,2.8537e-23
-0.036758,0.069253,0.03,-0.087447,0.12946,0.02186,1.5672e-24
-0.034921,0.071464,0.03,-0.08874,0.13027,0.022118,-1.1541e-24
-0.032995,0.073624,0.03,-0.090218,0.1311,0.022359,-1.0024e-23
-0.030981,0.07573,0.03,-0.091885,0.13195,0.022584,1.0579e-23
-0.028881,0.077779,0.03,-0.093758,0.13282,0.022792,-6.1793e-25
-0.026697,0.079766,0.03,-0.095851,0.13371,0.022981,2.3614e-24
-0.024431,0.081689,0.03,-0.098174,0.13462,0.023152,-7.3905e-24
-0.022088,0.083546,0.03,-0.10075,0.13555,0.023303,-8.0945e-25
-0.019668,0.085332,0.03,-0.10358,0.1365,0.023432,6.5693e-24
-0.017178,0.087047,0.03,-0.10669,0.13747,0.023539,-5.0004e-24
-0.014623,0.088689,0.03,-0.11008,0.13847,0.023621,2.9459e-24
-0.012009,0.090258,0.03,-0.11375,0.13949,0.023676,-1.4944e-25
-0.048615,0.050583,0.03,-0.080128,0.12369,0.019123,2.2655e-23
-0.050715,0.048839,0.03,-0.075519,0.12329,0.018473,-1.2216e-24
-0.052766,0.047005,0.03,-0.071226,0.12292,0.01783,-6.1851e-24
-0.054767,0.045084,0.03,-0.067223,0.12256,0.017195,1.9561e-23
-0.056713,0.043078,0.03,-0.063487,0.12222,0.016566,1.9731e-23
-0.058601,0.040988,0.03,-0.059999,0.1219,0.015944,-1.8776e-23
-0.060427,0.038816,0.03,-0.05674,0.1216,0.015329,1.2696e-24
-0.062189,0.036564,0.03,-0.053693,0.12131,0.01472,-2.0203e-23
-0.063882,0.034235,0.03,-0.050845,0.12105,0.014118,-1.8985e-23
-0.065503,0.031831,0.03,-0.048178,0.1208,0.013523,1.339e-24
-0.06787,0.026623,0.03,-0.04578,0.12023,0.012428,2.5434e-24
-0.06705,0.029354,0.03,-0.046301,0.12057,0.012934,1.8135e-23
-0.047523,0.053085,0.03,-0.080315,0.12437,0.019493,3.8764e-23
-0.046333,0.055565,0.03,-0.080617,0.12506,0.01985,-5.5207e-23
-0.045045,0.058021,0.03,-0.081039,0.12577,0.020193,-3.5281e-23
-0.043661,0.060447,0.03,-0.081586,0.1265,0.020522,-3.2486e-23
-0.04218,0.062841,0.03,-0.082265,0.12724,0.020836,1.6539e-23
-0.040604,0.065198,0.03,-0.083085,0.128,0.021136,-1.6354e-23
-0.038934,0.067515,0.03,-0.084053,0.12877,0.021421,-1.4246e-23
-0.037171,0.069787,0.03,-0.085171,0.12956,0.021691,-2.5508e-23
-0.035316,0.072012,0.03,-0.08646,0.13037,0.021945,-7.139e-25
-0.033372,0.074186,0.03,-0.087923,0.1312,0.022182,-3.7678e-25
-0.031339,0.076305,0.03,-0.089569,0.13205,0.022403,1.0275e-23
-0.029219,0.078365,0.03,-0.091422,0.13291,0.022606,-4.7437e-25
-0.027016,0.080364,0.03,-0.093482,0.1338,0.022791,9.1756e-24
-0.024731,0.082298,0.03,-0.095771,0.1347,0.022957,-7.2689e-24
-0.022368,0.084164,0.03,-0.098299,0.13563,0.023103,1.2717e-23
-0.019929,0.085961,0.03,-0.10108,0.13657,0.023227,-1.6633e-23
-0.01742,0.087685,0.03,-0.10413,0.13754,0.023329,-4.6489e-24
-0.014845,0.089336,0.03,-0.10745,0.13854,0.023405,1.3645e-25
-0.012213,0.090915,0.03,-0.11012,0.13955,0.023453,1.4785e-24
-0.049155,0.050989,0.03,-0.077847,0.12382,0.018985,4.8455e-24
-0.051267,0.049226,0.03,-0.073373,0.12342,0.018342,-1.2338e-24
-0.053332,0.047373,0.03,-0.069204,0.12304,0.017706,1.7049e-23
-0.055344,0.045433,0.03,-0.065319,0.12268,0.017076,1.8551e-23
-0.057302,0.043407,0.03,-0.061694,0.12234,0.016454,-1.9895e-23
-0.0592,0.041297,0.03,-0.05831,0.12202,0.015837,3.5996e-26
-0.061037,0.039105,0.03,-0.055148,0.12172,0.015228,0
-0.062807,0.036833,0.03,-0.052193,0.12143,0.014624,1.9179e-26
-0.064509,0.034483,0.03,-0.049429,0.12117,0.014028,2.0991e-23
-0.066139,0.032057,0.03,-0.04684,0.12092,0.013437,3.8621e-23
-0.048049,0.053508,0.03,-0.078058,0.1245,0.019352,-1.8477e-23
-0.046844,0.056006,0.03,-0.078379,0.12519,0.019705,-5.4692e-23
-0.045541,0.058478,0.03,-0.078816,0.12589,0.020044,9.1343e-25
-0.044141,0.060921,0.03,-0.079376,0.12661,0.02037,-2.5683e-25
-0.042644,0.063331,0.03,-0.080064,0.12735,0.020681,-5.8094e-23
-0.041052,0.065703,0.03,-0.080887,0.12811,0.020977,-1.5333e-23
-0.039364,0.068035,0.03,-0.081852,0.12888,0.021258,-5.376e-23
-0.037584,0.070322,0.03,-0.08297,0.12967,0.021524,-1.782e-24
-0.035711,0.07256,0.03,-0.084247,0.13047,0.021774,-1.1705e-23
-0.033748,0.074747,0.03,-0.085695,0.13129,0.022007,1.0862e-23
-0.031697,0.076878,0.03,-0.087328,0.13214,0.022224,-2.0709e-23
-0.029558,0.078951,0.03,-0.089152,0.133,0.022423,1.7278e-23
-0.027336,0.080961,0.03,-0.091182,0.13388,0.022603,1.6391e-25
-0.025031,0.082906,0.03,-0.093434,0.13478,0.022764,-5.2353e-25
-0.022648,0.084783,0.03,-0.095919,0.1357,0.022905,1.3189e-24
-0.02019,0.086589,0.03,-0.09865,0.13665,0.023024,-1.637e-23
-0.017661,0.088323,0.03,-0.10164,0.13761,0.02312,-3.4013e-26
